Name,Port,Protocol,Popularity,Description
rtmp,201,udp,0.000988,AppleTalk Routing Maintenance
4,7651,udp,0.000988,cucme live video/audio server
relay,391,udp,0.000988,SynOptics SNMP Relay Port
bftp,152,udp,0.000988,Background File Transfer Program
mqseries,1414,udp,0.000988,IBM MQSeries
emce,2004,udp,0.000988,CCWS mm conf
mmx,1348,udp,0.000988,multi media conferencing
quakeworld,27500,udp,0.00098,Quake world
metagram,99,udp,0.000972,Metagram Relay
volser,7005,udp,0.000972,volume managment server
ekshell,2106,udp,0.000972,Kerberos (v4) encrypted rshell
powerchute,3052,tcp,0.000966,apc-3052 | APC 3052
garcon,999,tcp,0.000966,puprouter | applix | Applix ac
netrcs,742,udp,0.000956,Network based Rev. Cont. Sys.
afs,1483,udp,0.000956,AFS License Manager
doom,666,udp,0.000956,doom Id Software
zis,206,udp,0.000956,AppleTalk Zone Information
rpc28,32787,udp,0.000956,Sometimes an RPC port
netvenuechat,1023,tcp,0.000953,"Nortel NetVenue Notification, Chat, Intercom"
instl_bootc,1068,tcp,0.000941,instl-bootc | Installation Bootstrap Proto. Cli.
spx,222,tcp,0.000941,Berkeley rshd with SPX auth
keepalive,1110,udp,0.000939,Client status info
dixie,96,udp,0.000939,DIXIE Protocol Specification
auth,31,udp,0.000939,MSG Authentication
adm,749,udp,0.000939,Kerberos 5 admin/changepw
service,7100,tcp,0.000928,X Font Service
accessbuilder,888,tcp,0.000928,cddbp | or Audio CD Database | CD Database Protocol
sys,132,udp,0.000923,cisco SYSMAINT
port,1999,udp,0.000923,cisco identification port
htcp,4827,udp,0.000923,Squid proxy HTCP port
elcsd,704,udp,0.000923,errlog copy/server daemon
lm,6144,udp,0.000923,StatSci License Manager - 1
kadmin,751,udp,0.000923,Kerberos `kadmin' (v4)
1,7648,udp,0.000923,cucme live video/audio server
fcp,510,udp,0.000923,FirstClass Protocol
csp,1366,udp,0.000923,Novell NetWare Comm Service Platform
dm,1389,udp,0.000923,Document Manager
snews,563,tcp,0.000916,nntps | nntp protocol over TLS/SSL (was snntp)
lm,1422,udp,0.000906,Autodesk License Manager
rpc3,32770,tcp,0.000903,filenet-nch | Sometimes an RPC port on my Solaris box | Filenet NCH
conf,2008,tcp,0.000903,terminaldb
telnets,992,tcp,0.000903,telnet protocol over TLS/SSL
callback,7001,tcp,0.000891,callbacks to cache managers
rpc7,32772,tcp,0.000891,filenet-pa | Sometimes an RPC port on my Solaris box (status) | FileNET Process Analyzer
nfa,1155,udp,0.00089,Network File Access
timed,525,udp,0.00089,timeserver
pcnfs,640,udp,0.00089,PC-NFS DOS Authentication
notes,3333,udp,0.00089,DEC Notes
5,205,udp,0.00089,AppleTalk Unused
peerenabler,3531,udp,0.00089,P2PNetworking/PeerEnabler protocol
dectalk,2007,tcp,0.000878,raid-am
alerts,8082,tcp,0.000878,us-cli | BlackIce Alerts sent to this port | Utilistor (Client)
courier,530,udp,0.000873,rpc
netcp,740,udp,0.000873,NETscout Control Protocol
snpp,444,udp,0.000873,Simple Network Paging Protocol
sbook,1349,udp,0.000873,Registration Network Protocol
lm,1469,udp,0.000873,Active Analysis Limited License Manager
lm,1521,udp,0.000873,nCube License Manager
kademlia,3246,udp,0.000857,Kademlia P2P (mlnet)
netviewdm1,729,udp,0.000857,IBM NetView DM/6000 Server/Client
1,1441,udp,0.000857,Cadis License Management
prospero,191,udp,0.000857,Prospero Directory Service
sdadmind,5550,tcp,0.000853,cbus | ACE/Server services | Model Railway control using the CBUS message protocol
1,5801,tcp,0.000841,"Virtual Network Computer HTTP Access, display 1"
exec,512,tcp,0.000841,biff | comsat | BSD rexecd(8) | remote process execution; authentication performed using passwords and UNIX login names | used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine
news,2009,tcp,0.000841,whosockami
boinc,1043,tcp,0.000841,boinc-client | BOINC Client Control or Microsoft IIS | BOINC Client Control
lm,1432,udp,0.00084,Blueberry Software License Manager
rdp,259,udp,0.00084,Firewall 1 proprietary RDP protocol http://www.inside-security.de/fw1_rdp_poc.html
client,546,udp,0.00084,DHCPv6 Client
man,163,udp,0.00084,CMIP/TCP Manager
ciscopop,45000,udp,0.000839,Cisco Postoffice Protocol for Cisco Secure IDS
ctl,7019,tcp,0.000836,doceri-view | doceri drawing service control | doceri drawing service screen view
rcinfo,2701,tcp,0.000836,SMS RCINFO
edonkey,4662,tcp,0.000828,oms | eDonkey file sharing (Donkey) | OrbitNet Message Service
conference,531,udp,0.000824,chat
server,1364,udp,0.000824,Network DataMover Server
shuttle,568,udp,0.000824,Microsoft shuttle
mfcobol,86,udp,0.000824,Micro Focus Cobol
softcm,6110,udp,0.000824,HP SoftBench CM
dlsrpn,2065,tcp,0.000815,Data Link Switch Read Port Number
lm,6145,udp,0.000807,StatSci License Manager - 2
server,547,udp,0.000807,DHCPv6 Server
dtc,1513,udp,0.000807,"Fujitsu Systems Business of America, Inc"
nameserver,42,tcp,0.000803,name | Host Name Server
search,2010,tcp,0.000803,pipe_server | pipe-server | Or nfr411
uucp,540,udp,0.000791,uucpd
dev,747,udp,0.000791,Fujitsu Device Control
wins,1512,udp,0.000791,Microsoft's Windows Internet Name Service
push,2948,udp,0.000791,Windows Mobile devices often have this
sqlserv,118,udp,0.000791,SQL Services
notes,3333,tcp,0.00079,DEC Notes
ripd,2602,tcp,0.00079,discp-server | RIPd vty | discp server
man,9535,tcp,0.00079,mngsuite | Management Suite Remote Control
admd,5100,tcp,0.000778,socalia | (chili!soft asp admin port) or Yahoo pager | Socalia service mux
term,57,udp,0.000774,any private terminal access
spx,222,udp,0.000774,Berkeley rshd with SPX auth
fna,130,udp,0.000774,cisco FNATIVE
nmsp,537,udp,0.000774,Networked Media Streaming Protocol
activmail,1398,udp,0.000774,Video Active Mail
onmux,417,udp,0.000774,Meeting maker
afp,548,udp,0.000774,AFP over UDP
net,451,udp,0.000774,Cray Network Semaphore server
dcp,93,udp,0.000774,Device Control Protocol
lm,6147,udp,0.000774,Montage License Manager
ospfd,2604,tcp,0.000765,nsc-ccs | OSPFd vty | NSC CCS
rfe,5002,tcp,0.000765,Radio Free Ethernet | radio free ethernet
proxy,4002,tcp,0.000765,mlnet - MLChat P2P chat proxy | pxc-spvr-ft
sophos,8193,tcp,0.00076,Sophos Remote Management System
netassistant,3283,tcp,0.00076,#ERROR:Apple Remote Desktop (Net Assistant) | Apple Remote Desktop Net Assistant reporting feature | Net Assistant
admin,6789,tcp,0.00076,radg | smc-https | IBM DB2 | SMC-HTTPS | GSS-API for the Oracle Remote Administration Daemon
server,5225,tcp,0.00076,HP Server
cba8,9593,tcp,0.00076,LANDesk Management Agent (cba8)
59,6059,tcp,0.00076,X Window server
quake2,27910,udp,0.00076,Quake 2 game server
msgsys,9594,tcp,0.00076,Message System
neod1,1047,tcp,0.00076,Sun's NEO Object Request Broker
vnet,1051,tcp,0.00076,Optima VNET
ddt,1052,tcp,0.00076,Dynamic DNS tools | Dynamic DNS Tools
ansyslmd,1055,tcp,0.00076,ANSYS - License Manager
sophos,8192,tcp,0.00076,spytechphone | Sophos Remote Management System | SpyTech Phone Service
rpc,32769,tcp,0.00076,Filenet RPC
pds,9595,tcp,0.00076,Ping Discovery System | Ping Discovery Service
xfer,2702,tcp,0.00076,SMS XFER
https,16993,tcp,0.00076,Intel(R) AMT SOAP/HTTPS
sophos,8194,tcp,0.00076,blp1 | Sophos Remote Management System | Bloomberg data API
status,5226,tcp,0.00076,HP Status
http,16992,tcp,0.00076,Intel(R) AMT SOAP/HTTP
statsrv,133,udp,0.000758,Statistics Service
netnews,532,udp,0.000758,readnews
clt,2103,udp,0.000758,Zephyr serv-hm connection
netviewdm2,730,udp,0.000758,IBM NetView DM/6000 send/tcp
rome,569,udp,0.000758,Microsoft rome
mapethd,3985,udp,0.000758,MAPPER TCP/IP server
vpvd,1518,udp,0.000758,Virtual Places Video data
server,1438,udp,0.000758,Eicon Security Agent/Server
tlisrv,1527,udp,0.000758,oracle
rc,6502,udp,0.000741,NetOp Remote Control (by Danware Data A/S)
entrustmanager,709,udp,0.000741,EntrustManager - NorTel DES auth network see 389/tcp
ds,65,udp,0.000741,TACACS-Database Service
srv4,1420,udp,0.000741,Timbuktu Service 4 Port
dbc,1388,udp,0.000741,Objective Solutions DataBase Cache
rje,77,udp,0.000741,"any private RJE service, netjrs"
netviewdm3,731,udp,0.000741,IBM NetView DM/6000 receive/tcp
ipcserver,600,udp,0.000741,Sun IPC server
mpm,45,udp,0.000741,Message Processing Module [recv]
asa,386,udp,0.000741,ASA Message Router Object Def.
instl_boots,1067,tcp,0.000728,instl-boots | Installation Bootstrap Proto. Serv.
netbackup,13782,tcp,0.000728,bpcd | bpcd          client | VERITAS NetBackup
hpnpd,22370,udp,0.000726,Hewlett-Packard Network Printer daemon
overnet,16444,udp,0.000726,Overnet file sharing
quake3,27960,udp,0.000726,Quake 3 Arena Server
3,1501,udp,0.000725,Satellite-data Acquisition System 3
powerburst,485,udp,0.000725,Air Soft Power Burst
appleqtc,458,udp,0.000725,apple quick time
tnETOS,377,udp,0.000725,NEC Corporation
slp,1440,udp,0.000725,Eicon Service Location Protocol
nls,1393,udp,0.000725,Network Log Server
gv,1370,udp,0.000725,Unix Shell to GlobalView
2,5902,tcp,0.000715,Virtual Network Computer display 2
auditd,48,udp,0.000708,Digital Audit Daemon
fatserv,347,udp,0.000708,Fatmen Server
ser,1372,udp,0.000708,Fujitsu Config Protocol
update,7008,udp,0.000708,server-to-server updater
lm,1482,udp,0.000708,Miteksys License Manager
print,35,udp,0.000708,any private printer server
lm,1548,udp,0.000708,Axon License Manager
pegboard,1357,udp,0.000708,Electronic PegBoard
relief,1353,udp,0.000708,Relief Consulting
socks,9050,tcp,0.000703,"versiera | Tor SocksPort, www.torproject.org | Versiera Agent Listener"
nuts_bootp,4133,udp,0.000692,NUTS Bootp Server
nuts_dem,4132,udp,0.000692,NUTS Daemon
lm,1445,udp,0.000692,Proxima License Manager
cli,1371,udp,0.000692,Fujitsu Config Protocol
aol,5190,udp,0.000692,America-Online.
data,140,udp,0.000692,EMFIS Data Service
umeter,571,udp,0.000692,udemon
app,385,udp,0.000692,IBM Application
mmc,1347,udp,0.000692,multi media conferencing
rcp,469,udp,0.000692,Radio Control Protocol
lm,1453,udp,0.000692,Genie License Manager
dev,85,tcp,0.00069,MIT ML Device
icfw,1002,tcp,0.00069,Windows Internet Connection Firewall or Internet Locator Server for NetMeeting.
hotline,5500,tcp,0.00069,Hotline file sharing client/server | fcp-addr-srvr1
agent,5431,tcp,0.000684,PARK AGENT
msnp,1863,tcp,0.000684,MSN Messenger
31,1864,tcp,0.000684,paradym-31port | Paradym 31 Port
mcs,1503,udp,0.000675,Databeam
servermap,449,udp,0.000675,AS Server Mapper
p1,1987,udp,0.000675,cisco RSRB Priority 1 port
wsm,1395,udp,0.000675,PC Workstation Manager software
cc,2006,udp,0.000675,raid
cfs,3049,udp,0.000675,cryptographic file system (nfs)
erpc,121,udp,0.000675,Encore Expedited Remote Pro.Call
funkproxy,1505,udp,0.000675,"Funk Software, Inc."
deos,76,udp,0.000675,Distributed External Object Store
tacacs,49,tcp,0.000665,Login Host Protocol (TACACS)
omginitialrefs,900,udp,0.000661,OMG Initial Refs
c,1076,udp,0.000661,DAB STI-C
data,1206,udp,0.000661,Anthony Data
rfb,5900,udp,0.000661,Remote Framebuffer
warmspotMgmt,1074,udp,0.000661,Warmspot Management Protocol
ardusuni,1834,udp,0.000661,ARDUS Unicast
vicp,1861,udp,0.000661,LeCroy VICP
webobjects,1085,udp,0.000661,Web Objects
ampify,8040,udp,0.000661,Ampify Messaging Protocol
nexgen,6627,udp,0.000661,Allied Electronics NeXGen
dns,1337,udp,0.000661,menandmice DNS
ip,621,udp,0.000661,ESCP
1,1102,udp,0.000661,ADOBE SERVER 1
2,1103,udp,0.000661,ADOBE SERVER 2
s,7274,udp,0.000661,OMA Roaming Location SEC
x11,6033,udp,0.000661,X Window System
imaps,993,udp,0.000661,imap4 protocol over TLS/SSL
cntl,1116,udp,0.000661,ARDUS Control
udp,810,udp,0.000661,FCP Datagram
beep,831,udp,0.000661,NETCONF over BEEP
evm,1139,udp,0.000661,Enterprise Virtual Manager
trivnet2,8201,udp,0.000661,TRIVNET
imyx,1143,udp,0.000661,Infomatryx Exchange
1,1215,udp,0.000661,scanSTAT 1.0
repl,1148,udp,0.000661,Elfiq Replication Service
repscmd,653,udp,0.000661,RepCmd
rmiregistry,1099,udp,0.000661,RMI Registry
engine,7012,udp,0.000661,Talon Engine
netconfsoapbeep,833,udp,0.000661,NETCONF for SOAP over BEEP
primaserver,6105,udp,0.000661,Prima Server
dossier,1175,udp,0.000661,Dossier Server
gpfs,1191,udp,0.000661,General Parallel File System
annunc,1089,udp,0.000661,FF Annunciation
shockwave2,1257,udp,0.000661,Shockwave 2
mgr,1203,udp,0.000661,License Validation
ldaps,636,udp,0.000661,ldap protocol over TLS/SSL (was sldap)
swx,7303,udp,0.000661,The Swiss Exchange
swx,7354,udp,0.000661,The Swiss Exchange
http,777,udp,0.000661,Multiling HTTP
idmaps,1884,udp,0.000661,Internet Distance Map Svc
radsec,2083,udp,0.000661,Secure Radius Service
teredo,3544,udp,0.000661,Teredo Port
agent,3002,udp,0.000661,EXLM Agent
entextxid,12000,udp,0.000661,IBM Enterprise Extender SNA XID Exchange
trans,2517,udp,0.000661,H.323 Annex E call signaling transport
ncr_ccl,2528,udp,0.000661,NCR CCL
printer_agent,3396,udp,0.000661,Printer Agent
sfdb,5629,udp,0.000661,Symantec Storage Foundation for Database
sceanics,5435,udp,0.000661,SCEANICS situation and action notification
tpcsrvr,2078,udp,0.000661,IBM Total Productivity Center Server
s,9206,udp,0.000661,WAP vCard Secure
galileo,3519,udp,0.000661,Netvion Galileo Port
swp,2062,udp,0.000661,ICG SWP Port
entextnetwk,12001,udp,0.000661,IBM Enterprise Extender SNA COS Network Priority
proto,4046,udp,0.000661,Accounting Protocol
teleniumdaemon,2060,udp,0.000661,Telenium Daemon IF
svr,3978,udp,0.000661,Secured Configuration Server
newwavesearch,2058,udp,0.000661,NewWaveSearchables RMI
asam,3451,udp,0.000661,ASAM Services
mdnsresponder,5354,udp,0.000661,Multicast DNS Responder IPC
dynamid,9002,udp,0.000661,DynamID authentication
proxy,1078,udp,0.000661,Avocent Proxy Protocol
qcp,5082,udp,0.000661,Qpur Communication Protocol
binderysupport,2302,udp,0.000661,Bindery Support
pscupd,3453,udp,0.000661,PSC Update Port
wsdapi,5357,udp,0.000661,Web Services for Devices
control,2123,udp,0.000661,GTP-Control Plane (3GPP)
ipcore,2215,udp,0.000661,IPCore.co.za GPRS
capacity,10007,udp,0.000661,MVS Capacity
touchnetplus,2158,udp,0.000661,TouchNetPlus Service
control,3784,udp,0.000661,BFD Control Protocol
olap3,2382,udp,0.000661,Microsoft OLAP
prnrequest,3910,udp,0.000661,Printer Request Port
ccp,3947,udp,0.000661,"Connect and Control Protocol for Consumer, Commercial, and Industrial Electronic Devices"
vsamredirector,2387,udp,0.000661,VSAM Redirector
services,3631,udp,0.000661,C&S Web Services Port
h323callsigalt,11720,udp,0.000661,h323 Call Signal Alternate
iop,2055,udp,0.000661,Iliad-Odyssey Protocol
entexthigh,12002,udp,0.000661,IBM Enterprise Extender SNA COS High Priority
whisker,3233,udp,0.000661,WhiskerControl main port
mux,2168,udp,0.000661,easy-soft Multiplexer
reg,3094,udp,0.000661,Jiiva RapidMQ Registry
ssl,4536,udp,0.000661,Event Heap Server SSL
anri,4593,udp,0.000661,IPT (ANRI-ANRI)
prot,3054,udp,0.000661,AMT CNF PROT
beep,605,udp,0.000661,SOAP over BEEP
faultnotify,2819,udp,0.000661,FC Fault Notification
port,2821,udp,0.000661,VERITAS Authentication Service
pctrader,3048,udp,0.000661,Sierra Net PC Trader
voip,9750,udp,0.000661,Board M.I.T. Synchronous Collaboration
conspiracy,4692,udp,0.000661,Conspiracy messaging
ccnx,9695,udp,0.000661,Content Centric Networking
wlink,1909,udp,0.000661,Global World Link
tcp,3495,udp,0.000661,securitylayer over tcp
port,3235,udp,0.000661,MDAP Port
wafs,4049,udp,0.000661,Wide Area File Services
sss,12321,udp,0.000661,Warehouse Monitoring Syst SSS
ccmcomm,3505,udp,0.000661,CCM communications port
location,4061,udp,0.000661,Ice Location Service (TCP)
weblogin,2054,udp,0.000661,Weblogin Port
tip2,3372,udp,0.000661,TIP 2
creativeserver,3364,udp,0.000661,Creative Server
use,4232,udp,0.000661,VRML Multi User Systems
use,4262,udp,0.000661,VRML Multi User Systems
entextlow,12004,udp,0.000661,IBM Enterprise Extender SNA COS Low Priority
nacnl,4361,udp,0.000661,NavCom Discovery and Control Port
srvr,4401,udp,0.000661,ASIGRA Televaulting DS-System Service
ecomm,3477,udp,0.000661,eComm link port
srvr,3304,udp,0.000661,OP Session Server
scte30,5168,udp,0.000661,SCTE30 Connection
admin,4404,udp,0.000661,ASIGRA Televaulting DS-System Monitoring/Management
spxdpy,4378,udp,0.000661,Cambridge Pixel SPx Display
live,2129,udp,0.000661,cs-live.com
lm,1428,udp,0.000659,Informatik License Manager
mloadd,1427,udp,0.000659,mloadd monitoring tool
flags,44,udp,0.000659,MPM FLAGS Protocol
nsiiops,261,udp,0.000659,iiop name service over tls/ssl
ivsd,2241,udp,0.000659,IVS Daemon
dls,197,udp,0.000659,Directory Location Service
flexlm,744,udp,0.000659,Flexible License Manager
imap,143,udp,0.000659,Interim Mail Access Protocol v2
pm,1392,udp,0.000659,Print Manager
sas,1391,udp,0.000659,Storage Access Server
ch,54,udp,0.000659,XNS Clearinghouse
gwha,1383,udp,0.000659,GW Hannaway Network License Manager
np,1402,udp,0.000659,Prospero Resource Manager
xfer,82,udp,0.000659,XFER Utility
ip,17755,udp,0.000654,ZigBee IP Transport Service
ips,17756,udp,0.000654,ZigBee IP Transport Secure Service
link,32483,udp,0.000654,Access Point Manager Link
pf,18262,udp,0.000654,GV NetConfig Service
ique,18769,udp,0.000654,IQue Protocol
ufp,18182,udp,0.000654,OPSEC UFP
sam,18183,udp,0.000654,OPSEC SAM
mgmt,17235,udp,0.000654,SSH Tectia Manager
lm,27003,udp,0.000654,FLEX LM (1-10)
CodeMeter,22350,udp,0.000654,CodeMeter Standard
dbase,23400,udp,0.000654,Novar Data
http,24680,udp,0.000654,TCC User HTTP Service
mountd,20048,udp,0.000654,NFS mount protocol
openwebnet,20005,udp,0.000654,OpenWebNet protocol for electric network
hos,25793,udp,0.000654,Vocaltec Address Server
WibuKey,22347,udp,0.000654,WibuKey Standard WkLan
nburn_id,20034,udp,0.000654,NetBurner ID Port
inovaport1,23000,udp,0.000654,Inova LightLink Server Type 1
irc,6667,tcp,0.000652,Internet Relay Chat
dnsix,90,tcp,0.000652,DNSIX Securit Attribute Token Map
sol,400,udp,0.000643,Workstation Solutions
sna,1365,udp,0.000643,Network Software Associates
ibm_wrless_lan,1461,udp,0.000643,IBM Wireless LAN
lm,6148,udp,0.000643,Ricardo North America License Manager
onlinet,7010,udp,0.000643,onlinet uninterruptable power supplies
bmap,3421,udp,0.000643,Bull Apprise portmapper
irc,194,udp,0.000643,Internet Relay Chat Protocol
lm,6143,udp,0.000643,Watershed License Manager
nema,104,udp,0.000643,ACR-NEMA Digital Imag. & Comm. 300
lm,1458,udp,0.000643,Nichols Research Corp.
licman,1399,udp,0.000643,Cadkey License Manager
hiq,1410,udp,0.000643,HiQ License Manager
lm,1406,udp,0.000643,NetLabs License Manager
flexlm0,27000,tcp,0.00064,FlexLM license manager additional ports
tracker,6881,tcp,0.00064,BitTorrent tracker
mcs,1503,tcp,0.00064,Databeam
lm,1500,tcp,0.000627,VLSI License Manager
proxy,8021,tcp,0.000627,intu-ec-client | Common FTP proxy port | Intuit Entitlement Client
2,1084,udp,0.000626,Anasoft License Manager
agent,164,udp,0.000626,CMIP/TCP Agent
websrvrmg3,598,udp,0.000626,SCO Web Server Manager 3
rmonitor,560,udp,0.000626,rmonitord
port,1996,udp,0.000626,cisco Remote SRB port
video,2232,udp,0.000626,IVS Video default
src,200,udp,0.000626,IBM System Resource Controller
shivadiscovery,1502,udp,0.000626,Shiva
lm,1448,udp,0.000626,OpenConnect License Manager
track,424,udp,0.00061,IBM Operations Planning and Control Track
lotusnotes,1352,udp,0.00061,Lotus Note
1,492,udp,0.00061,Transport Independent Convergence for FNA
port,1998,udp,0.00061,cisco X.25 service (XOT)
dev,85,udp,0.00061,MIT ML Device
ctf,84,udp,0.00061,Common Trace Facility
